user_id,stay_point_index,latitude,longitude,arrival_time,leaving_time,duration_minutes,stay_point_id
153,0,39.9685575,116.3448525,2007-07-21T13:11:55,2007-07-21T13:57:03,45.13,-1
153,1,39.96772083333333,116.34453333333332,2007-07-21T13:57:03,2007-07-21T19:02:55,305.87,-1
153,2,39.974486666666664,116.34197333333341,2007-07-21T19:13:45,2007-07-21T21:13:26,119.68,-1
153,3,39.968348924731174,116.34452365591402,2007-07-21T21:48:25,2007-07-22T11:57:45,849.33,-1
153,4,39.97629275362319,116.30557391304346,2007-07-22T12:49:17,2007-07-22T13:39:45,50.47,-1
153,5,39.976054545454545,116.33120606060601,2007-07-22T14:27:15,2007-07-22T16:10:55,103.67,-1
153,6,40.030836309523814,116.40923511904757,2007-07-22T17:21:51,2007-07-22T17:48:01,26.17,-1
153,7,40.03218397435896,116.4087269230769,2007-07-22T18:14:45,2007-07-22T18:40:26,25.68,-1
153,8,39.96671470588235,116.34433725490199,2007-07-22T18:59:28,2007-07-22T20:21:48,82.33,-1
153,9,39.927553333333336,116.47022000000001,2007-07-22T20:39:48,2007-07-25T07:41:45,3541.95,-1
153,10,40.0794333333333,116.582558333333,2007-07-25T08:05:18,2007-07-25T08:48:14,42.93,-1
153,11,40.07682222222223,116.57878888888867,2007-07-25T08:48:49,2007-07-25T12:09:41,200.87,-1
153,12,39.96689166666666,116.34459791666674,2007-07-29T07:28:32,2007-07-29T09:20:30,111.97,-1
153,13,39.96924,116.332,2007-07-29T09:22:55,2008-04-05T09:11:27,361428.53,-1
153,14,39.907485294117656,116.46551666666657,2008-04-05T09:20:41,2008-04-05T11:22:29,121.8,-1
153,15,39.91182037037038,116.40527037037039,2008-04-05T11:51:40,2008-04-05T13:28:13,96.55,-1
153,16,39.9062833333333,116.3846916666665,2008-04-05T14:23:35,2008-04-05T16:30:38,127.05,-1
153,17,39.906560000000006,116.36811499999999,2008-04-05T16:37:24,2008-04-05T17:05:57,28.55,-1
153,18,39.927276388888906,116.47180138888876,2008-04-05T17:14:00,2008-04-17T08:49:48,16775.8,-1
153,19,39.95755833333335,116.461375,2008-04-17T09:02:40,2008-04-17T12:13:28,190.8,-1
153,20,39.9585,116.46025,2008-04-17T12:32:02,2008-04-18T08:44:52,1212.83,-1
153,21,39.95728055555555,116.46123888888883,2008-04-18T09:02:35,2008-04-18T12:16:43,194.13,-1
153,22,39.9553833333333,116.461366666667,2008-04-18T12:16:43,2008-04-18T19:41:05,444.37,-1
153,23,39.94767777777776,116.414288888889,2008-04-18T20:01:55,2008-04-18T23:34:22,212.45,-1
153,24,39.927291666666676,116.4714166666665,2008-04-18T23:47:27,2008-04-21T08:54:21,3426.9,-1
153,25,39.927973333333334,116.47232000000008,2008-04-21T09:07:13,2008-04-21T09:31:31,24.3,-1
153,26,39.958041666666674,116.46085416666673,2008-04-21T09:44:54,2008-04-26T20:33:57,7849.05,-1
153,27,39.922718354999986,116.38297960499999,2008-04-26T21:32:38,2008-04-26T21:54:23,21.75,-1
153,28,39.92356250156249,116.3824213046875,2008-04-26T21:54:23,2008-04-26T22:34:29,40.1,-1
153,29,39.90925625531915,116.36764568936174,2008-04-26T23:01:13,2008-04-27T03:46:55,285.7,-1
153,30,39.93240402222223,116.44697939999999,2008-04-27T04:10:25,2008-04-27T04:53:45,43.33,-1
153,31,39.927199124999994,116.470967025,2008-04-27T04:53:45,2008-04-29T16:46:57,3593.2,-1
153,32,39.95792081212121,116.46132686666667,2008-04-29T17:08:46,2008-04-29T20:19:16,190.5,-1
153,33,39.95872245,116.4595916,2008-04-29T20:19:16,2008-04-30T02:42:34,383.3,-1
153,34,39.918595227777786,116.42820308333333,2008-04-30T03:02:20,2008-04-30T05:27:09,144.82,-1
153,35,39.92695723157897,116.47127644561405,2008-04-30T05:54:29,2008-04-30T17:21:29,687.0,-1
153,36,39.919455254545454,116.42860706363636,2008-04-30T17:52:26,2008-04-30T18:47:08,54.7,-1
153,37,39.956872011538465,116.46327430769232,2008-04-30T18:49:51,2008-04-30T19:15:43,25.87,-1
153,38,39.91685283281249,116.34801986562499,2008-04-30T19:20:47,2008-04-30T20:04:17,43.5,-1
153,39,39.90939289726029,116.36176618493151,2008-04-30T20:10:46,2008-04-30T22:56:33,165.78,-1
153,40,39.919752671428576,116.42907543469386,2008-04-30T23:28:54,2008-05-01T05:21:23,352.48,-1
153,41,39.966581325,116.34519814166667,2008-05-01T05:43:36,2008-05-01T10:36:30,292.9,-1
153,42,39.92737250425532,116.47197203829786,2008-05-09T17:10:17,2008-05-10T14:04:47,1254.5,-1
153,43,39.931870885443054,116.47212845063292,2008-05-10T14:07:56,2008-05-10T15:18:36,70.67,-1
153,44,39.975593534554974,116.45690845706805,2008-05-10T15:30:49,2008-05-10T16:48:33,77.73,-1
153,45,39.986964048648645,116.44810349999999,2008-05-10T17:21:04,2008-05-10T19:11:15,110.18,-1
153,46,39.96183834761902,116.49767005000004,2008-05-10T19:30:37,2008-05-10T22:30:43,180.1,-1
153,47,39.92717132574258,116.47095330891088,2008-05-10T22:41:41,2008-05-11T16:44:24,1082.72,-1
153,48,39.92755960147056,116.46985833088237,2008-05-11T18:07:13,2008-05-12T08:53:11,885.97,-1
